SKU,title,img,sizes,price
HQ3073-100,Nike Zoom Field Jaxx 'Travis Scott Light Chocolate',https://img.hypeboost.com/products/nike-zoom-field-jaxx-travis-scott-light-chocolate/w300/img01.jpg,"41|43",105-120
